DATE,"VOLUME
(US$BILLIONS)","EFFR
(PERCENT)",1ST,25TH,75TH,99TH,"TARGET RATE/RANGE
(PERCENT)",LOW,HIGH,"STD. DEV.
(PERCENT)"
2014/3/14,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/13,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/12,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/3/11,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/10,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/7,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/6,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/5,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/3/4,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/3/3,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/2/28,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/27,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/2/26,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/25,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/24,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/21,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/2/20,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2014/2/19,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/18,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/2/14,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/2/13,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/2/12,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/2/11,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/2/10,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/2/7,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/6,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2014/2/5,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.5,0.06
2014/2/4,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/2/3,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/31,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.07
2014/1/30,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.07
2014/1/29,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/28,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/27,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/24,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2014/1/23,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/22,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/21,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.06
2014/1/17,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/16,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/15,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/14,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/1/13,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/10,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/9,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/8,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/1/7,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/6,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/1/3,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2014/1/2,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/12/31,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.09
2013/12/30,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/12/27,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2013/12/26,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2013/12/24,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2013/12/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/12/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/12/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013-12-13[r],N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/12/11,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.38,0.05
2013/12/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/12/9,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/12/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/12/4,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/12/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/12/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/29,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/11/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/26,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/11/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2013/11/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/11/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/11/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/11/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/11/13,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/11/12,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/11/8,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/11/7,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/11/6,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/11/5,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/11/4,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/11/1,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/31,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.06
2013/10/30,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/29,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/28,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/10/25,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.05
2013/10/24,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/23,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/10/22,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/10/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/18,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2013/10/17,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/10/16,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/15,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/10/11,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/10/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/9,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/8,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/7,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/4,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/3,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/2,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/10/1,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/9/30,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0,0.31,0.08
2013/9/27,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/9/26,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/25,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/9/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/9/20,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/9/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/18,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/17,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/16,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/13,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/9/12,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/9/11,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/9/10,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/9/9,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/9/6,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/9/5,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.05
2013/9/4,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/9/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/8/30,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.06
2013/8/29,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2013/8/28,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/27,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/26,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.06
2013/8/23,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/8/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/21,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/8/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/8/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/8/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2013/8/15,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2013/8/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/8/13,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/12,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/9,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.05
2013/8/8,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/8/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/8/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/8/5,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/8/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/8/1,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/7/31,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/7/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/29,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/26,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/7/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/7/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/7/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/7/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/7/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/9,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/8,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/7/5,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.06
2013/7/3,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/7/2,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.06
2013/7/1,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.07
2013/6/28,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.5,0.08
2013/6/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.06
2013/6/26,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/6/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/6/24,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/6/21,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.06
2013/6/20,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.06
2013/6/19,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/6/18,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.06
2013/6/17,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/6/14,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2013/6/13,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/6/12,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/6/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/6/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/6/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/6/6,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.06
2013/6/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2013/6/4,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.06
2013/6/3,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/5/31,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/5/30,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/5/29,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/5/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/5/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/5/23,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.06
2013/5/22,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.38,0.06
2013/5/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2013/5/20,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2013/5/17,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/5/16,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2013/5/15,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/5/14,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/5/13,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.04
2013/5/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/5/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2013/5/8,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/5/7,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2013/5/6,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.05
2013/5/3,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/5/2,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.05
2013/5/1,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.05
2013/4/30,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.05
2013/4/29,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.05
2013/4/26,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/4/25,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/4/24,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.04
2013/4/23,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.05
2013/4/22,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2013/4/19,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/18,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2013/4/17,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2013/4/16,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/4/15,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/12,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/11,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/10,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2013/4/9,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/4/8,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/5,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/4,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.04
2013/4/3,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/4/2,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/4/1,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/3/29,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.07
2013/3/28,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.06
2013/3/27,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.05
2013/3/26,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.5,0.05
2013/3/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.04
2013/3/22,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.03
2013/3/21,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/3/20,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.04
2013/3/19,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/3/18,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/3/15,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2013/3/14,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/3/13,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/3/12,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/11,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.11,0.31,0.04
2013/3/8,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/6,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/5,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/4,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/3/1,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/28,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2013/2/27,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/26,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/2/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/22,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/21,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/20,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2013/2/19,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/15,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/14,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/13,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
